,id,original_title,genre
155,17182,Eye for an Eye,Drama
156,17182,Eye for an Eye,Thriller
157,2054,Mr. Holland's Opus,Music
158,2054,Mr. Holland's Opus,Drama
159,2054,Mr. Holland's Opus,Family
160,10607,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Comedy
161,19760,Two If by Sea,Comedy
162,19760,Two If by Sea,Romance
163,9536,Bio-Dome,Comedy
164,11525,Lawnmower Man 2: Beyond Cyberspace,Action
165,11525,Lawnmower Man 2: Beyond Cyberspace,Science Fiction
166,40628,Two Bits,Drama
167,40628,Two Bits,Family
168,4482,Gazon maudit,Comedy
169,4482,Gazon maudit,Romance
170,10634,Friday,Comedy
171,755,From Dusk Till Dawn,Horror
172,755,From Dusk Till Dawn,Action
173,755,From Dusk Till Dawn,Thriller
174,755,From Dusk Till Dawn,Crime
175,11859,Fair Game,Action
176,11859,Fair Game,Thriller
177,11859,Fair Game,Romance
178,28387,Kicking and Screaming,Comedy
179,28387,Kicking and Screaming,Drama
180,28387,Kicking and Screaming,Romance
181,48750,Les misérables,Drama
182,48750,Les misérables,History
183,20927,Bed of Roses,Drama
184,20927,Bed of Roses,Romance
185,36929,Big Bully,Comedy
186,36929,Big Bully,Family
187,9102,Screamers,Horror
188,9102,Screamers,Science Fiction
189,124626,Nico Icon,Documentary
190,27526,The Crossing Guard,Drama
191,27526,The Crossing Guard,Thriller
192,9623,The Juror,Drama
193,9623,The Juror,Thriller
194,46785,بادکنک سفید,Family
195,46785,بادکنک سفید,Drama
196,400,Things to Do in Denver When You're Dead,Drama
197,400,Things to Do in Denver When You're Dead,Crime
198,880,Antonia,Drama
199,880,Antonia,Comedy
200,146599,Once Upon a Time... When We Were Colored,Romance
201,146599,Once Upon a Time... When We Were Colored,Drama
203,8447,Angels and Insects,Drama
204,8447,Angels and Insects,Romance
205,10534,White Squall,Action
206,10534,White Squall,Drama
207,17414,Dunston Checks In,Adventure
208,17414,Dunston Checks In,Comedy
209,17414,Dunston Checks In,Family
210,13997,Black Sheep,Comedy
211,2086,Nick of Time,Crime
212,2086,Nick of Time,Drama
213,2086,Nick of Time,Thriller
214,61548,The Journey of August King,Drama
215,9095,Mary Reilly,Drama
216,9095,Mary Reilly,Horror
217,9095,Mary Reilly,Thriller
218,9095,Mary Reilly,Romance
219,12158,Vampire in Brooklyn,Comedy
220,12158,Vampire in Brooklyn,Horror
221,12158,Vampire in Brooklyn,Romance
222,9283,Beautiful Girls,Comedy
223,9283,Beautiful Girls,Drama
224,9283,Beautiful Girls,Romance
225,9208,Broken Arrow,Action
226,9208,Broken Arrow,Adventure
227,9208,Broken Arrow,Drama
228,9208,Broken Arrow,Thriller
229,40154,A Midwinter's Tale,Comedy
230,406,La Haine,Drama
231,45549,Shopping,Action
232,45549,Shopping,Adventure
233,45549,Shopping,Drama
234,45549,Shopping,Science Fiction
235,45549,Shopping,Thriller
236,63076,Heidi Fleiss: Hollywood Madam,Documentary
237,11062,City Hall,Drama
238,11062,City Hall,Thriller
239,13685,Bottle Rocket,Comedy
240,13685,Bottle Rocket,Crime
241,13685,Bottle Rocket,Drama
242,47475,Mr. Wrong,Comedy
243,47475,Mr. Wrong,Romance
244,2045,Unforgettable,Drama
245,2045,Unforgettable,Mystery
246,2045,Unforgettable,Science Fiction
247,2045,Unforgettable,Thriller
248,9614,Happy Gilmore,Comedy
249,688,The Bridges of Madison County,Drama
250,688,The Bridges of Madison County,Romance
251,11907,Keiner liebt mich,Drama
252,11907,Keiner liebt mich,Comedy
253,11907,Keiner liebt mich,Family
254,10874,Muppet Treasure Island,Action
255,10874,Muppet Treasure Island,Comedy
256,10874,Muppet Treasure Island,Music
257,10874,Muppet Treasure Island,Family
258,10874,Muppet Treasure Island,Adventure
259,89333,Catwalk,Documentary
260,96357,Headless Body in Topless Bar,Crime
261,197,Braveheart,Action
262,197,Braveheart,Drama
263,197,Braveheart,History
264,197,Braveheart,War
265,103,Taxi Driver,Crime
266,103,Taxi Driver,Drama
267,33542,紅番區,Crime
268,33542,紅番區,Action
269,33542,紅番區,Comedy
270,33542,紅番區,Thriller
271,43566,Before and After,Drama
272,43566,Before and After,Thriller
273,71754,Margaret's Museum,Drama
274,43612,Le Bonheur est dans le pré,Comedy
275,51352,Anne Frank Remembered,Documentary
276,51352,Anne Frank Remembered,Drama
277,51352,Anne Frank Remembered,Foreign
278,16934,The Young Poisoner's Handbook,Comedy
279,16934,The Young Poisoner's Handbook,Crime
280,16934,The Young Poisoner's Handbook,Drama
281,10324,If Lucy Fell,Comedy
282,10324,If Lucy Fell,Romance
283,78406,Steal Big Steal Little,Comedy
284,78406,Steal Big Steal Little,Drama
285,55731,Race the Sun,Action
286,55731,Race the Sun,Adventure
287,55731,Race the Sun,Comedy
288,55731,Race the Sun,Drama
289,55731,Race the Sun,Family
290,32119,The Boys of St. Vincent,Drama
291,11066,Boomerang,Comedy
292,11066,Boomerang,Romance
293,11104,重慶森林,Drama
294,11104,重慶森林,Comedy
295,11104,重慶森林,Romance
296,37975,L'uomo delle stelle,Drama
297,37975,L'uomo delle stelle,Romance
298,2074,Flirting with Disaster,Comedy
299,2074,Flirting with Disaster,Romance
300,27793,The NeverEnding Story III,Fantasy
301,44284,صمت القصور,Drama
303,110972,Pie in the Sky,Comedy
304,110972,Pie in the Sky,Romance
305,32622,Angela,Comedy
306,32622,Angela,Drama
307,73067,Frankie Starlight,Drama
308,73067,Frankie Starlight,Romance
309,73067,Frankie Starlight,War
310,11863,Jade,Action
311,11863,Jade,Thriller
312,11863,Jade,Mystery
313,11863,Jade,Romance
314,55475,Nueba Yol,Comedy
315,55475,Nueba Yol,Drama
316,55475,Nueba Yol,Romance
317,124636,Sonic Outlaws,Music
318,124636,Sonic Outlaws,Documentary
319,9101,Down Periscope,Comedy
320,123360,From the Journals of Jean Seberg,Documentary
321,5757,Man of the Year,Comedy
322,39428,The Neon Bible,Drama
324,9302,Up Close & Personal,Drama
325,9302,Up Close & Personal,Romance
326,11000,The Birdcage,Comedy
327,249882,Gospa,Drama
328,16388,The Brothers McMullen,Comedy
329,16388,The Brothers McMullen,Drama
330,16388,The Brothers McMullen,Romance
331,9737,Bad Boys,Action
332,9737,Bad Boys,Comedy
333,9737,Bad Boys,Crime
334,9737,Bad Boys,Thriller
335,30765,The Amazing Panda Adventure,Action
336,30765,The Amazing Panda Adventure,Adventure
337,30765,The Amazing Panda Adventure,Drama
338,30765,The Amazing Panda Adventure,Family
339,10474,The Basketball Diaries,Drama
340,10474,The Basketball Diaries,Crime
341,22279,An Awfully Big Adventure,Romance
342,22279,An Awfully Big Adventure,Drama
343,22279,An Awfully Big Adventure,Comedy
344,30157,Amateur,Crime
345,30157,Amateur,Comedy
346,30157,Amateur,Drama
347,30157,Amateur,Thriller
348,568,Apollo 13,Drama
349,11780,Rob Roy,Adventure
350,34996,The Addiction,Drama
351,34996,The Addiction,Horror
352,414,Batman Forever,Action
353,414,Batman Forever,Crime
354,414,Batman Forever,Fantasy
355,649,Belle de jour,Drama
356,649,Belle de jour,Romance
357,1873,Beyond Rangoon,Drama
358,1873,Beyond Rangoon,Thriller
359,5894,Blue in the Face,Comedy
360,1775,Canadian Bacon,Action
361,1775,Canadian Bacon,Comedy
362,8839,Casper,Fantasy
363,8839,Casper,Comedy
364,8839,Casper,Family
365,20649,Clockers,Mystery
366,20649,Clockers,Crime
367,20649,Clockers,Drama
368,10329,Congo,Action
369,10329,Congo,Adventure
370,10329,Congo,Drama
371,10329,Congo,Mystery
372,10329,Congo,Science Fiction
373,10329,Congo,Thriller
374,8963,Crimson Tide,Action
375,8963,Crimson Tide,Thriller
376,8963,Crimson Tide,Drama
377,26564,Crumb,Documentary
378,8068,Desperado,Thriller
379,8068,Desperado,Action
380,8068,Desperado,Crime
381,8512,Devil in a Blue Dress,Drama
382,8512,Devil in a Blue Dress,Mystery
383,8512,Devil in a Blue Dress,Thriller
384,1572,Die Hard: With a Vengeance,Action
385,1572,Die Hard: With a Vengeance,Thriller
386,13552,The Doom Generation,Action
387,13552,The Doom Generation,Comedy
388,13552,The Doom Generation,Crime
389,13552,The Doom Generation,Drama
390,259209,Feast of July,Drama
391,259209,Feast of July,Crime
392,6520,First Knight,Action
393,6520,First Knight,Adventure
394,6520,First Knight,Drama
395,6520,First Knight,Romance
396,9073,Free Willy 2 - The Adventure Home,Adventure
397,10428,Hackers,Action
398,10428,Hackers,Crime
399,10428,Hackers,Thriller
400,10428,Hackers,Drama
401,17447,Jeffrey,Comedy
402,17447,Jeffrey,Drama
403,17447,Jeffrey,Romance
404,9886,Johnny Mnemonic,Adventure
405,9886,Johnny Mnemonic,Action
406,9886,Johnny Mnemonic,Drama
407,9886,Johnny Mnemonic,Science Fiction
408,9886,Johnny Mnemonic,Thriller
409,9482,Judge Dredd,Science Fiction
410,19326,Jury Duty,Comedy
411,19326,Jury Duty,Drama
412,9344,Kids,Drama
413,9344,Kids,Crime
414,9071,Living in Oblivion,Drama
415,9071,Living in Oblivion,Comedy
416,8973,Lord of Illusions,Mystery
417,8973,Lord of Illusions,Horror
418,8973,Lord of Illusions,Thriller
419,15730,Love & Human Remains,Comedy
420,15730,Love & Human Remains,Drama
421,47608,Mad Love,Drama
422,47608,Mad Love,Family
423,47608,Mad Love,Romance
424,2293,Mallrats,Romance
425,2293,Mallrats,Comedy
426,9070,Mighty Morphin Power Rangers: The Movie,Action
427,9070,Mighty Morphin Power Rangers: The Movie,Adventure
428,9070,Mighty Morphin Power Rangers: The Movie,Science Fiction
429,9070,Mighty Morphin Power Rangers: The Movie,Family
430,9070,Mighty Morphin Power Rangers: The Movie,Fantasy
431,68274,Moonlight and Valentino,Comedy
432,68274,Moonlight and Valentino,Drama
433,68274,Moonlight and Valentino,Romance
434,48787,Mute Witness,Thriller
435,48787,Mute Witness,Foreign
436,34574,Nadja,Horror
437,34574,Nadja,Thriller
438,1642,The Net,Crime
439,1642,The Net,Drama
440,1642,The Net,Mystery
441,1642,The Net,Thriller
442,1642,The Net,Action
443,11472,Nine Months,Comedy
444,36196,Party Girl,Comedy
445,11980,The Prophecy,Fantasy
446,11980,The Prophecy,Horror
447,11980,The Prophecy,Thriller
448,58372,Reckless,Fantasy
449,58372,Reckless,Comedy
450,58372,Reckless,Drama
451,32646,Safe,Drama
452,10533,The Scarlet Letter,Drama
453,10533,The Scarlet Letter,History
454,10533,The Scarlet Letter,Romance
455,10802,Showgirls,Drama
456,10149,Smoke,Comedy
457,10149,Smoke,Drama
458,18402,Something to Talk About,Comedy
459,9348,Species,Science Fiction
460,9348,Species,Horror
461,9348,Species,Action
462,139408,The Stars Fell on Henrietta,Drama
463,281,Strange Days,Crime
464,281,Strange Days,Drama
465,281,Strange Days,Science Fiction
466,281,Strange Days,Thriller
467,5967,Les parapluies de Cherbourg,Drama
468,5967,Les parapluies de Cherbourg,Romance
469,79593,The Tie That Binds,Thriller
470,47939,Three Wishes,Drama
471,47939,Three Wishes,Fantasy
472,36834,Total Eclipse,Drama
473,36834,Total Eclipse,Romance
474,9090,"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy
475,3512,Under Siege 2: Dark Territory,Action
476,3512,Under Siege 2: Dark Territory,Thriller
477,52856,Unstrung Heroes,Comedy
478,52856,Unstrung Heroes,Drama
479,52856,Unstrung Heroes,Family
480,77350,Unzipped,Documentary
481,9560,A Walk in the Clouds,Drama
482,9560,A Walk in the Clouds,Romance
483,9804,Waterworld,Adventure
484,9804,Waterworld,Action
485,31611,White Man's Burden,Drama
486,65796,Wild Bill,Action
487,65796,Wild Bill,Western
488,49805,The Browning Version,Drama
489,26258,Bushwhacked,Adventure
490,26258,Bushwhacked,Action
491,26258,Bushwhacked,Comedy
492,26258,Bushwhacked,Crime
493,26258,Bushwhacked,Family
494,50797,Утомлённые солнцем,Drama
495,19155,Before the Rain,Drama
496,19155,Before the Rain,War
497,76,Before Sunrise,Drama
498,76,Before Sunrise,Romance
499,11017,Billy Madison,Comedy
500,37141,The Babysitter,Drama
501,37141,The Babysitter,Thriller
502,9382,Boys on the Side,Comedy
503,9382,Boys on the Side,Drama
504,6715,The Cure,Drama
505,6715,The Cure,Family
506,18256,Castle Freak,Thriller
507,18256,Castle Freak,Drama
508,18256,Castle Freak,Horror
509,18256,Castle Freak,Mystery
510,22625,Circle of Friends,Drama
511,22625,Circle of Friends,Family
512,22625,Circle of Friends,Romance
513,2292,Clerks,Comedy
514,1909,Don Juan DeMarco,Romance
515,1909,Don Juan DeMarco,Drama
516,1909,Don Juan DeMarco,Comedy
517,8984,Disclosure,Drama
518,8984,Disclosure,Thriller
519,8984,Disclosure,Crime
520,8984,Disclosure,Mystery
521,8984,Disclosure,Romance
522,61813,Dream Man,Thriller
523,4954,Drop Zone,Action
524,4954,Drop Zone,Adventure
525,4954,Drop Zone,Thriller
526,62488,Destiny Turns on the Radio,Crime
527,62488,Destiny Turns on the Radio,Comedy
528,62488,Destiny Turns on the Radio,Fantasy
529,10531,Death and the Maiden,Drama
530,10531,Death and the Maiden,Thriller
531,10531,Death and the Maiden,Mystery
532,11929,Dolores Claiborne,Crime
533,11929,Dolores Claiborne,Drama
534,11929,Dolores Claiborne,Mystery
535,8467,Dumb and Dumber,Comedy
536,10451,飲食男女,Comedy
537,10451,飲食男女,Drama
538,10451,飲食男女,Romance
539,20156,Exotica,Drama
540,20156,Exotica,Mystery
541,18395,Exit to Eden,Thriller
542,18395,Exit to Eden,Comedy
543,18395,Exit to Eden,Crime
544,18395,Exit to Eden,Romance
545,522,Ed Wood,Comedy
546,522,Ed Wood,Drama
547,522,Ed Wood,History
548,397,French Kiss,Comedy
549,397,French Kiss,Romance
550,10525,Forget Paris,Comedy
551,10525,Forget Paris,Drama
552,10525,Forget Paris,Romance
553,27985,Far from Home: The Adventures of Yellow Dog,Action
554,27985,Far from Home: The Adventures of Yellow Dog,Adventure
555,27985,Far from Home: The Adventures of Yellow Dog,Drama
556,27985,Far from Home: The Adventures of Yellow Dog,Family
557,15789,A Goofy Movie,Romance
558,15789,A Goofy Movie,Animation
559,15789,A Goofy Movie,Family
560,15789,A Goofy Movie,Comedy
561,15789,A Goofy Movie,Adventure
562,27303,Hideaway,Drama
563,27303,Hideaway,Thriller
564,21183,Fluke,Drama
565,21183,Fluke,Family
566,21183,Fluke,Fantasy
567,10954,Farinelli,History
568,10954,Farinelli,Drama
569,47867,Gordy,Drama
570,47867,Gordy,Family
571,47867,Gordy,Fantasy
572,43475,Gumby: The Movie,Fantasy
573,43475,Gumby: The Movie,Animation
574,43475,Gumby: The Movie,Science Fiction
575,43475,Gumby: The Movie,Family
576,72031,The Glass Shield,Drama
577,72031,The Glass Shield,Action
578,72031,The Glass Shield,Thriller
579,72031,The Glass Shield,Crime
580,14275,Hoop Dreams,Documentary
581,1024,Heavenly Creatures,Drama
582,1024,Heavenly Creatures,Fantasy
583,17207,Houseguest,Comedy
584,17207,Houseguest,Family
585,13701,Immortal Beloved,Drama
586,13701,Immortal Beloved,Music
587,13701,Immortal Beloved,Romance
588,14819,Heavyweights,Comedy
589,14819,Heavyweights,Family
590,14819,Heavyweights,Drama
591,32631,The Hunted,Action
592,32631,The Hunted,Thriller
593,11777,I.Q.,Comedy
594,11777,I.Q.,Drama
595,11777,I.Q.,Romance
596,628,Interview with the Vampire,Horror
597,628,Interview with the Vampire,Romance
598,87729,Jefferson in Paris,Drama
599,87729,Jefferson in Paris,Romance
600,18713,The Jerky Boys,Comedy
601,18713,The Jerky Boys,Crime
602,6280,Junior,Comedy
603,6280,Junior,Family
604,6280,Junior,Romance
605,9061,Just Cause,Action
606,9061,Just Cause,Drama
607,9061,Just Cause,Mystery
608,9061,Just Cause,Thriller
609,37108,A Kid in King Arthur's Court,Adventure
610,37108,A Kid in King Arthur's Court,Fantasy
611,37108,A Kid in King Arthur's Court,Comedy
612,37108,A Kid in King Arthur's Court,Science Fiction
613,37108,A Kid in King Arthur's Court,Family
614,6071,Kiss of Death,Action
615,6071,Kiss of Death,Crime
616,6071,Kiss of Death,Drama
617,6071,Kiss of Death,Thriller
618,11,Star Wars,Adventure
619,11,Star Wars,Action
620,11,Star Wars,Science Fiction
621,9587,Little Women,Drama
622,9587,Little Women,Romance
623,19101,A Little Princess,Drama
624,19101,A Little Princess,Family
625,19101,A Little Princess,Fantasy
626,49980,Ladybird Ladybird,Drama
627,17961,L'Enfer,Crime
628,17961,L'Enfer,Drama
629,18183,Como agua para chocolate,Drama
630,18183,Como agua para chocolate,Romance
631,4476,Legends of the Fall,Adventure
632,4476,Legends of the Fall,Drama
633,4476,Legends of the Fall,Romance
634,4476,Legends of the Fall,War
635,11008,Major Payne,Adventure
636,11008,Major Payne,Comedy
637,11008,Major Payne,Family
638,47504,Little Odessa,Action
639,47504,Little Odessa,Drama
640,32325,Mi Vida Loca,Crime
641,32325,Mi Vida Loca,Drama
642,43742,Love Affair,Drama
643,43742,Love Affair,Romance
644,28313,Losing Isaiah,Drama
645,11318,The Madness of King George,Comedy
646,11318,The Madness of King George,Drama
647,11318,The Madness of King George,History
648,3036,Frankenstein,Drama
649,3036,Frankenstein,Horror
650,3036,Frankenstein,Science Fiction
651,3036,Frankenstein,Romance
652,40490,Man of the House,Action
653,40490,Man of the House,Comedy
654,40490,Man of the House,Family
655,24070,Mixed Nuts,Comedy
656,24070,Mixed Nuts,Drama
657,24070,Mixed Nuts,Romance
658,8986,Milk Money,Comedy
659,8986,Milk Money,Romance
660,10510,Miracle on 34th Street,Fantasy
661,10510,Miracle on 34th Street,Drama
662,10510,Miracle on 34th Street,Family
663,17402,Miami Rhapsody,Comedy
664,17402,Miami Rhapsody,Romance
665,38722,My Family,Comedy
666,38722,My Family,Drama
667,8438,Murder in the First,Crime
668,8438,Murder in the First,Drama
669,11593,Nobody's Fool,Drama
670,11593,Nobody's Fool,Comedy
671,1945,Nell,Drama
672,1945,Nell,Thriller
673,39310,New Jersey Drive,Crime
674,39310,New Jersey Drive,Drama
675,109560,New York Cop,Action
676,109560,New York Cop,Thriller
677,109560,New York Cop,Crime
678,109560,New York Cop,Drama
679,56428,Beyond Bedlam,Horror
680,63105,Nemesis 2 - Nebula,Science Fiction
681,63105,Nemesis 2 - Nebula,Action
682,63105,Nemesis 2 - Nebula,Thriller
683,131957,Nina Takes a Lover,Drama
684,131957,Nina Takes a Lover,Romance
685,241,Natural Born Killers,Crime
686,241,Natural Born Killers,Thriller
687,241,Natural Born Killers,Drama
688,9058,Only You,Comedy
689,9058,Only You,Drama
690,9058,Only You,Romance
691,527,Once Were Warriors,Drama
692,18220,Poison Ivy II: Lily,Drama
693,18220,Poison Ivy II: Lily,Romance
694,18220,Poison Ivy II: Lily,Thriller
695,6950,Outbreak,Action
696,6950,Outbreak,Drama
697,6950,Outbreak,Science Fiction
698,6950,Outbreak,Thriller
699,101,Léon,Thriller
700,101,Léon,Crime
701,101,Léon,Drama
702,63020,The Perez Family,Comedy
703,63020,The Perez Family,Drama
704,63020,The Perez Family,Romance
705,2307,A Pyromaniac's Love Story,Comedy
706,2307,A Pyromaniac's Love Story,Drama
707,2307,A Pyromaniac's Love Story,Romance
708,680,Pulp Fiction,Thriller
709,680,Pulp Fiction,Crime
710,41478,Panther,Drama
711,25296,Pushing Hands,Comedy
712,25296,Pushing Hands,Drama
713,40156,Priest,Drama
714,40156,Priest,Romance
715,11450,Quiz Show,History
716,11450,Quiz Show,Drama
717,30304,Picture Bride,Drama
718,30304,Picture Bride,History
719,10452,La Reine Margot,Drama
720,10452,La Reine Margot,History
721,12106,The Quick and the Dead,Action
722,12106,The Quick and the Dead,Western
723,3586,Prêt-à-Porter,Drama
724,3586,Prêt-à-Porter,Comedy
725,110,Trois couleurs : Rouge,Drama
726,110,Trois couleurs : Rouge,Mystery
727,110,Trois couleurs : Rouge,Romance
728,108,Trois couleurs : Bleu,Drama
729,108,Trois couleurs : Bleu,Music
730,108,Trois couleurs : Bleu,Mystery
731,109,Trois couleurs : Blanc,Comedy
732,109,Trois couleurs : Blanc,Drama
733,109,Trois couleurs : Blanc,Mystery
734,159185,Pao Da Shuang Deng,Drama
735,36357,Rent-a-Kid,Comedy
736,36357,Rent-a-Kid,Family
737,36357,Rent-a-Kid,TV Movie
738,92769,Relative Fear,Horror
739,92769,Relative Fear,Drama
740,28033,Stuart Saves His Family,Comedy
741,28033,Stuart Saves His Family,Drama
742,22586,The Swan Princess,Animation
743,14334,The Secret of Roan Inish,Drama
744,14334,The Secret of Roan Inish,Family
745,14334,The Secret of Roan Inish,Fantasy
746,2636,The Specialist,Action
747,2636,The Specialist,Thriller
748,2164,Stargate,Action
749,2164,Stargate,Adventure
750,2164,Stargate,Science Fiction
751,11395,The Santa Clause,Fantasy
752,11395,The Santa Clause,Drama
753,11395,The Santa Clause,Comedy
754,11395,The Santa Clause,Family
755,278,The Shawshank Redemption,Drama
756,278,The Shawshank Redemption,Crime
757,9905,Shallow Grave,Crime
758,9905,Shallow Grave,Thriller
759,87078,Suture,Drama
760,87078,Suture,Thriller
761,12527,Fresa y chocolate,Comedy
762,12527,Fresa y chocolate,Drama
763,20306,Swimming with Sharks,Crime
764,20306,Swimming with Sharks,Comedy
765,36614,The Sum of Us,Comedy
766,36614,The Sum of Us,Drama
767,36614,The Sum of Us,Romance
768,27993,Senior Trip,Comedy
769,31439,活着,Drama
770,31439,活着,Romance
771,31439,活着,War
772,9067,Tank Girl,Action
773,9067,Tank Girl,Comedy
774,9067,Tank Girl,Fantasy
775,9067,Tank Girl,Science Fiction
776,9059,Tales from the Crypt: Demon Knight,Horror
777,9059,Tales from the Crypt: Demon Knight,Comedy
778,9059,Tales from the Crypt: Demon Knight,Thriller
779,193,Star Trek: Generations,Science Fiction
780,193,Star Trek: Generations,Action
781,193,Star Trek: Generations,Adventure
782,193,Star Trek: Generations,Thriller
783,25066,Tales from the Hood,Crime
784,25066,Tales from the Hood,Horror
785,25066,Tales from the Hood,Thriller
786,46797,Tom & Viv,Drama
787,46797,Tom & Viv,Romance
788,12122,Village of the Damned,Thriller
789,12122,Village of the Damned,Horror
790,12122,Village of the Damned,Science Fiction
791,11381,Tommy Boy,Comedy
792,32636,Vanya on 42nd Street,Drama
793,32636,Vanya on 42nd Street,Romance
794,36141,The Underneath,Thriller
795,36141,The Underneath,Crime
796,95963,The Walking Dead,Drama
797,95963,The Walking Dead,War
798,1587,What's Eating Gilbert Grape,Romance
799,1587,What's Eating Gilbert Grape,Drama
800,9271,Virtuosity,Action
801,9271,Virtuosity,Crime
802,9271,Virtuosity,Science Fiction
803,9271,Virtuosity,Thriller
804,2064,While You Were Sleeping,Comedy
805,2064,While You Were Sleeping,Drama
806,2064,While You Were Sleeping,Romance
807,19855,The War,Drama
